title,totalScore,reviewsCount,location/lat,location/lng,neighborhood,url,Kecamatan,Jiwa/km²,nearby_alfamart,second_nearby_alfamart,cluster
Indomaret | Duku,3.7,29,-2.9718034,104.769765,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20%7C%20Duku&query_place_id=ChIJq7a0-Wt2Oy4Rk6zfVG8z8I4,Ilir Timur II,10071,1,0,0
Indomaret R E Martadinata,4.3,16,-2.9711793,104.7837427,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20R%20E%20Martadinata&query_place_id=ChIJOSTjKkR2Oy4RTPyHSqPejmM,Ilir Timur II,10071,0,0,1
Indomaret boom baru,3.8,29,-2.9791143,104.7761259,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20boom%20baru&query_place_id=ChIJhydRJT52Oy4R0Kv103rd10E,Ilir Timur II,10071,1,0,0
Indomaret Ajen,4.4,108,-2.9575344,104.7830154,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Ajen&query_place_id=ChIJAfigllh2Oy4R4SMLIEyqvtw,Ilir Timur II,10071,0,0,1
Indomaret,4.3,21,-2.9678127,104.8026465,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJoaeIRbJ3Oy4RV73w7cOTg54,Kalidoni,4034,1,0,0
Indomaret Rajawali,3.8,33,-2.96862,104.7636511,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Rajawali&query_place_id=ChIJV3sQ1G92Oy4Rbncsb2raRL4,Ilir Timur II,10071,0,0,1
INDOMARET Sahara Agung,5.0,1,-2.9755608,104.7691333,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=INDOMARET%20Sahara%20Agung&query_place_id=ChIJHVzhPFF3Oy4RI8gry6Lcr9Y,Ilir Timur II,10071,0,0,1
Indomaret jln segaran 9 ilir,5.0,1,-2.9794096,104.7676712,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20jln%20segaran%209%20ilir&query_place_id=ChIJB1PZdVF3Oy4RLkd7cxMDbM4,Ilir Timur II,10071,0,0,1
Indomaret Sultan Syahrir,4.0,100,-2.9633388,104.7797881,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sultan%20Syahrir&query_place_id=ChIJu6d6XFx2Oy4RloFii_pw44Y,Ilir Timur II,10071,1,0,0
Indomaret Singapore Station,3.2,5,-2.9701246,104.7690878,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Singapore%20Station&query_place_id=ChIJbUKd_WZ3Oy4R63kc7TzsQP0,Ilir Timur II,10071,0,0,1
Indomaret Mangkubumi 007,1.7,6,-2.9797008,104.7872048,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mangkubumi%20007&query_place_id=ChIJOzoOMY13Oy4RMgqjeyNGjvw,Ilir Timur II,10071,0,0,1
Indomaret,2.5,4,-2.9605871,104.8074101,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJg6IJBM93Oy4RRb4f-4qa6Io,Kalidoni,4034,1,0,0
Indomaret Urip Sumoharjo,4.4,235,-2.9634887,104.7851273,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Urip%20Sumoharjo&query_place_id=ChIJIwAAQD12Oy4RzFHo8sKXazI,Ilir Timur II,10071,0,0,1
Indomaret RE Martadinata 2112,4.2,65,-2.9655458,104.7904173,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20RE%20Martadinata%202112&query_place_id=ChIJ1WXqdlJ2Oy4R4VhzT29tRok,Ilir Timur II,10071,1,1,2
Indomaret Sekojo,4.5,443,-2.952887,104.7937746,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sekojo&query_place_id=ChIJR416x_52Oy4RUcFQWWlFNT0,Kalidoni,4034,1,0,0
INDOMARET BUKIT SANGKAL,4.5,18,-2.9563034,104.7880198,Kalidoni,https://www.google.com/maps/search/?api=1&query=INDOMARET%20BUKIT%20SANGKAL&query_place_id=ChIJ2Vj7Cfh2Oy4RTeyQmKltiYg,Ilir Timur II,10071,0,0,1
Indomaret Perintis Kemerdekaan,3.7,11,-2.9760852,104.7785603,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Perintis%20Kemerdekaan&query_place_id=ChIJpyMwlGp2Oy4RpAK3zwolwVM,Ilir Timur II,10071,1,1,2
Indomaret Bambang Utoyo,4.5,51,-2.970395,104.7790408,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Bambang%20Utoyo&query_place_id=ChIJa613xUN2Oy4RkNzSvpe0KrA,Ilir Timur II,10071,1,0,0
Indomaret Kalidoni,4.4,255,-2.9608333,104.7936111,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kalidoni&query_place_id=ChIJZ9qzGlR2Oy4ResXC7FM8B34,Kalidoni,4034,1,0,0
Indomaret Ratu Sianum,3.6,22,-2.9731206,104.7847623,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Ratu%20Sianum&query_place_id=ChIJEWi660d2Oy4R7LoBi0K-uGQ,Ilir Timur II,10071,0,0,1
Indomaret | 9 Ilir,4.3,6,-2.9755157,104.7603854,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20%7C%209%20Ilir&query_place_id=ChIJOU-1JXN2Oy4R4FR8jBcZxyY,Ilir Timur I,12765,1,1,2
indomaret m isa 753,3.2,18,-2.9777425,104.7711242,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=indomaret%20m%20isa%20753&query_place_id=ChIJH0Wnrzx3Oy4RPT1k8vq_6PI,Ilir Timur II,10071,1,0,0
Indomaret | 15 Ilir,4.7,68,-2.9809191,104.7609824,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20%7C%2015%20Ilir&query_place_id=ChIJtwQP2jR3Oy4RJXgqj9fZDlg,Ilir Timur I,12765,0,0,1
Indomaret Pangeran Antasari,4.1,18,-2.9824273,104.7638225,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Pangeran%20Antasari&query_place_id=ChIJcZ6WNxB2Oy4RyND2InKYt-w,Ilir Timur I,12765,0,0,1
Indomaret,3.8,23,-2.9715835,104.7644561,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJS8Kq_G12Oy4R3uJQOMUkUwg,Ilir Timur II,10071,0,0,1
Indomaret pasundan,4.5,173,-2.9549825,104.7995566,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20pasundan&query_place_id=ChIJX6XUT5F3Oy4R9APblhlCJBI,Kalidoni,4034,0,0,1
Indomaret 3 Ilir,4.2,42,-2.9769268,104.7888045,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%203%20Ilir&query_place_id=ChIJNe5enM13Oy4Rwu58lftzLEo,Ilir Timur II,10071,1,0,0
Indomaret Veteran 2,3.9,22,-2.9745949,104.7706403,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Veteran%202&query_place_id=ChIJgz1Wr2x2Oy4RPpjaDkdNp5A,Ilir Timur II,10071,1,1,2
Indomaret Segaran,4.5,13,-2.9811957,104.7656274,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Segaran&query_place_id=ChIJJTHY7BB2Oy4RaFDHDiWfYzg,Ilir Timur II,10071,1,0,0
Indomaret Akbp Cek Agus,4.1,23,-2.9560987,104.7700996,Ilir Timur III,https://www.google.com/maps/search/?api=1&query=Indomaret%20Akbp%20Cek%20Agus&query_place_id=ChIJMRG-f2F2Oy4R06esYtI56Wc,Ilir Timur III,12064,0,0,1
Indomaret Mangkunegara 2,3.7,3,-2.969005,104.760845,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mangkunegara%202&query_place_id=ChIJl6qqqnF2Oy4RFYIQHBsbbdc,Ilir Timur II,10071,0,0,1
Indomaret Bambang Utoyo 3,3.4,19,-2.9712824,104.7820668,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Bambang%20Utoyo%203&query_place_id=ChIJJe9TJmh2Oy4R4UriJejvqH8,Ilir Timur II,10071,0,0,1
Indomaret RE Martadinata 3,4.7,201,-2.9658377,104.7949439,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20RE%20Martadinata%203&query_place_id=ChIJt_-6dlJ2Oy4RgmGwATMQdVU,Ilir Timur II,10071,0,0,1
Indomaret RW. Mongonsidi,4.2,31,-2.9558432,104.7948544,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20RW.%20Mongonsidi&query_place_id=ChIJCzs2LA93Oy4RPqQhB08lkPU,Kalidoni,4034,0,0,1
Indomaret Mayor Zen,3.7,13,-2.9682028,104.805896,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mayor%20Zen&query_place_id=ChIJWdhwvrJ3Oy4RifmmEeoqdf0,Kalidoni,4034,0,0,1
Indomaret Hybrid Bambang Utoyo 99,4.7,94,-2.9637848,104.7729041,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Hybrid%20Bambang%20Utoyo%2099&query_place_id=ChIJqTlZzHd3Oy4ReUW-f8iEsQA,Ilir Timur II,10071,1,0,0
Indomaret Mayor Ruslan 775,4.4,48,-2.9680437,104.7624251,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mayor%20Ruslan%20775&query_place_id=ChIJ7-QOsHF2Oy4RsVYfBCS6vng,Ilir Timur II,10071,1,0,0
Indomaret Mandi Api,4.0,1,-2.9807711,104.7694834,Ilir Timur II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mandi%20Api&query_place_id=ChIJq_9D_xN2Oy4RXvkPofb6Toc,Ilir Timur II,10071,0,0,1
Indomaret Lingkaran 1,3.8,4,-2.9808765,104.7627476,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Lingkaran%201&query_place_id=ChIJs2VsWwN3Oy4R8GD8g_RqoUE,Ilir Timur I,12765,1,0,0
Indomaret Mayor Zen 34,4.5,48,-2.9687719,104.8147775,Kalidoni,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mayor%20Zen%2034&query_place_id=ChIJUwv3obt3Oy4R37ZqxRTb3Aw,Kalidoni,4034,1,0,0
Indomaret Mayjend Satibi Darwis,4.3,69,-3.0426729,104.7163793,Kertapati,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mayjend%20Satibi%20Darwis&query_place_id=ChIJc7UCiKCfOy4Rakg6cYGVvx0,Kertapati,2423,0,0,1
Indomaret Sultan Mansyur 08,5.0,2,-3.0014136,104.7292985,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sultan%20Mansyur%2008&query_place_id=ChIJJcaKJQCfOy4RiHUlazO7tZE,Ilir Barat I,3853,1,0,0
Indomaret Lettu Karim Kadir,4.3,3,-3.0153715,104.6925001,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret%20Lettu%20Karim%20Kadir&query_place_id=ChIJOwAAAMCfOy4RfZrMG0JxeSY,Gandus,1689,1,0,0
Indomaret Sudirman 1128,4.5,48,-2.9725643,104.7520641,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sudirman%201128&query_place_id=ChIJBTaPHid1Oy4R4kF6FV83diQ,Ilir Timur I,12765,1,0,0
Indomaret,4.0,2,-3.0335599,104.7162283,Kertapati,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJjeOHkVeeOy4RckwOm-xgn8A,Kertapati,2423,0,0,1
INDOMARET FRESH KEMANG MANIS,3.6,35,-2.9896056,104.7380874,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=INDOMARET%20FRESH%20KEMANG%20MANIS&query_place_id=ChIJSQVQ5PB1Oy4RbZvd8jlDXxM,Ilir Barat I,3853,0,0,1
Indomaret Kemang Agung,4.4,139,-3.0273358,104.7514421,Kertapati,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kemang%20Agung&query_place_id=ChIJ3YNFfXieOy4RMau9A8dhBzc,Kertapati,2423,1,1,2
Indomaret Fresh Jend Sudirman 4,3.1,60,-2.9680811,104.7493452,Kemuning,https://www.google.com/maps/search/?api=1&query=Indomaret%20Fresh%20Jend%20Sudirman%204&query_place_id=ChIJpwUW5dF1Oy4RqWkvGY7J7W0,Kemuning,12621,1,1,2
Indomaret,3.4,11,-3.0160988,104.7206596,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret&query_place_id=ChIJ64Y6e0eeOy4RCM6YkVBa4cg,Gandus,1689,1,0,0
Indomaret Fresh Kiro Wirosantiko,2.8,32,-2.9894406,104.743427,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Fresh%20Kiro%20Wirosantiko&query_place_id=ChIJFQAAAMx1Oy4RMLqub_mbvfI,Ilir Barat I,3853,1,1,2
Indomaret Keramasan,4.4,8,-3.0684414,104.7329255,Kertapati,https://www.google.com/maps/search/?api=1&query=Indomaret%20Keramasan&query_place_id=ChIJLX4dPDyfOy4RNshXanDFJ4U,Kertapati,2423,0,0,1
INDOMARET Jl.TPH Sofyan Kanawas,4.9,11,-3.012128,104.6885373,Gandus,https://www.google.com/maps/search/?api=1&query=INDOMART%20Jl.TPH%20Sofyan%20Kanawas&query_place_id=ChIJ3br7jTyfOy4RvTIS6L6aHgk,Gandus,1689,0,0,1
Indomaret Soekarno-Hatta,2.0,2,-2.9861562,104.7178066,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Soekarno-Hatta&query_place_id=ChIJNzxLLlN1Oy4REqafzFG8WoA,Ilir Barat I,3853,1,0,0
Indomaret Pemkot Gandus,3.8,18,-3.006619,104.6915649,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret%20Pemkot%20Gandus&query_place_id=ChIJSY3h4s-fOy4RUw9fvH7BsFQ,Gandus,1689,0,0,1
Indomaret H. Ahmad Halim,3.0,12,-3.0078099,104.7256784,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret%20H.%20Ahmad%20Halim&query_place_id=ChIJ_ZgA_TyeOy4Rfl_6CQylsJ8,Gandus,1689,1,0,0
Indomaret 1 Ulu,5.0,1,-3.0088531,104.7523449,Seberang Ulu I,https://www.google.com/maps/search/?api=1&query=Indomaret%201%20Ulu&query_place_id=ChIJ6VXIcEadOy4RHLn5d9NmfDg,Seberang Ulu I,15799,0,0,1
Indomaret Wahid Hasyim 1,4.4,49,-3.015195,104.7554334,Seberang Ulu I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Wahid%20Hasyim%201&query_place_id=ChIJJxcMKd6dOy4R7LYp5Fl6qZM,Seberang Ulu I,15799,1,0,0
indomaret kancil putih,4.3,3,-2.9812676,104.7205378,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=indomaret%20kancil%20putih&query_place_id=ChIJ2QggEFF1Oy4RmBZaRK_iTy8,Ilir Barat I,3853,0,0,1
Indomaret Hybrid Parameswara,4.7,369,-2.9870853,104.7224261,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Hybrid%20Parameswara&query_place_id=ChIJuy8n0bB1Oy4R6YdzCBrtWg0,Ilir Barat I,3853,1,1,2
Indomaret Simpang Lima,4.1,10,-2.9432853,104.745257,Sukarami,https://www.google.com/maps/search/?api=1&query=Indomaret%20Simpang%20Lima&query_place_id=ChIJpRxacsx1Oy4R0YpnYTgU6mk,Sukarami,5295,1,0,0
Indomaret Raya Bukit Sejahtera,4.7,76,-3.0074432,104.7195769,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret%20Raya%20Bukit%20Sejahtera&query_place_id=ChIJ_bFeyrKfOy4RdLdTLbO69hs,Gandus,1689,1,0,0
Indomaret alamsyah 70,4.4,67,-3.0005909,104.720801,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20alamsyah%2070&query_place_id=ChIJqZUPBvSfOy4R3AFId5Ak1ic,Ilir Barat I,3853,1,0,0
Indomaret Simpang Binjai,4.7,158,-2.99589,104.7360959,Ilir Barat II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Simpang%20Binjai&query_place_id=ChIJBcqtdUh1Oy4Rqc9BT2v5LC0,Ilir Barat II,16715,0,0,1
Indomaret Sudirman 2,4.1,13,-2.9825854,104.7570988,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sudirman%202&query_place_id=ChIJsd3BQA92Oy4Rv0RJx3edS1Q,Ilir Timur I,12765,1,0,0
Indomaret Ahmad Yani F32,4.5,91,-2.9916143,104.7845001,Seberang Ulu II,https://www.google.com/maps/search/?api=1&query=Indomaret%20Ahmad%20Yani%20F32&query_place_id=ChIJicJVO0cERQUR_IPHgZ9PeBo,Seberang Ulu II,12784,1,0,0
INDOMARET PDAM BUKIT LAMA,4.6,146,-3.0105427,104.7305236,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=INDOMARET%20PDAM%20BUKIT%20LAMA&query_place_id=ChIJs5GBHyqfOy4RiMnoIUqdwmA,Ilir Barat I,3853,1,0,0
Indomaret Bukit Lama,4.3,60,-3.001423,104.7429392,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Bukit%20Lama&query_place_id=ChIJI8dv1hueOy4RrHGSwb7VJPc,Ilir Barat I,3853,1,0,0
Indomaret Kajan bayan Gandus,4.4,11,-3.0035819,104.6869451,Gandus,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kajan%20bayan%20Gandus&query_place_id=ChIJ4-GOsWCfOy4RSTB12Hz224A,Gandus,1689,0,0,1
Indomaret Lorok Pakjo,3.4,13,-2.9839647,104.7378068,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Lorok%20Pakjo&query_place_id=ChIJTz98rO91Oy4RlEKaCfzstT4,Ilir Barat I,3853,1,0,0
Indomaret Merdeka,4.1,18,-2.9915211,104.7555452,Bukit Kecil,https://www.google.com/maps/search/?api=1&query=Indomaret%20Merdeka&query_place_id=ChIJ0Rvq0QB2Oy4RzmUYvMuqoKg,Bukit Kecil,16048,1,0,0
Indomaret plus Puncak Sekuning,3.7,27,-2.9771801,104.737374,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20plus%20Puncak%20Sekuning&query_place_id=ChIJpciX0el1Oy4RQ8y1b8p9Qpo,Ilir Barat I,3853,0,0,1
Indomaret 26 Ilir D. I,4.3,7,-2.9853669,104.744103,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%2026%20Ilir%20D.%20I&query_place_id=ChIJE5rZ6k11Oy4RViHvs4S4UJ4,Ilir Barat I,3853,0,0,1
Indomaret Tj. Barangan,4.5,32,-2.9818251,104.712899,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomart%20Tj.%20Barangan&query_place_id=ChIJpwa6oLZ1Oy4RJm5-izKnLXM,Ilir Barat I,3853,1,0,0
Indomaret Demang 35,4.5,750,-2.982075,104.7238999,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Demang%2035&query_place_id=ChIJ4-Fw8ZN1Oy4R9NLmGEZIwHY,Ilir Barat I,3853,1,0,0
INDOMARET TANJUNG BARANGAN MUTIARA HOMES,4.5,2,-2.9718828,104.6886359,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=INDOMARET%20TANJUNG%20BARANGAN%20MUTIARA%20HOMES&query_place_id=ChIJWZwqLAB1Oy4R9k_TcT6RHYc,Ilir Barat I,3853,0,0,1
Indomaret tanjung barangan 12,4.5,6,-2.9783074,104.7004005,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20tanjung%20barangan%2012&query_place_id=ChIJpWLMt7V1Oy4Rs71bGX9jGz8,Ilir Barat I,3853,1,0,0
Indomaret Alamsyah Ratu,3.3,20,-2.9933666,104.7200472,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Alamsyah%20Ratu&query_place_id=ChIJpTCV_Yh1Oy4RMvfLGaw-Ntg,Ilir Barat I,3853,1,0,0
Indomaret Demang Lebar Daun,4.5,198,-2.9748896,104.7261363,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Demang%20Lebar%20Daun&query_place_id=ChIJZznCrb91Oy4RdDzkQzhpKz4,Ilir Barat I,3853,0,0,1
Indomaret Soekarno Hatta,4.5,165,-2.9255038,104.7101703,Alang-Alang Lebar,https://www.google.com/maps/search/?api=1&query=Indomaret%20Soekarno%20Hatta&query_place_id=ChIJ2btg8BoQRQUR6J2p862_Auk,Alang-Alang Lebar,4823,0,0,1
INDOMARET,4.6,235,-2.9660341,104.7176589,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=INDOMARET&query_place_id=ChIJ2_9FJDt1Oy4RZcfDDsfwwT0,Ilir Barat I,3853,0,0,1
Indomaret R.Soekamto I,4.2,12,-2.9524391,104.7577748,Kemuning,https://www.google.com/maps/search/?api=1&query=Indomaret%20R.Soekamto%20I&query_place_id=ChIJr5FyU4F2Oy4RDAaLnxpEmYU,Kemuning,12621,0,0,1
Indomaret Kl Merogan,4.3,273,-3.0331782,104.7519853,Kertapati,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kl%20Merogan&query_place_id=ChIJIV57in-eOy4RMV4rnySXr9k,Kertapati,2423,1,0,0
Indomaret Sosial 12,4.5,43,-2.9517507,104.7364763,Sukarami,https://www.google.com/maps/search/?api=1&query=Indomaret%20Sosial%2012&query_place_id=ChIJiyBFFcR1Oy4RoSaYis3X13I,Sukarami,5295,1,0,0
Indomaret Angkatan 45 Palembang,3.8,21,-2.9706033,104.736401,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Angkatan%2045%20Palembang&query_place_id=ChIJF5t81Nx1Oy4RL-MR2VSk34k,Ilir Barat I,3853,0,0,1
Indomaret H Sanusi,2.9,28,-2.9489174,104.7425219,Kemuning,https://www.google.com/maps/search/?api=1&query=Indomaret%20H%20Sanusi&query_place_id=ChIJlyXR5jF0Oy4RwxTrDr4AOiw,Kemuning,12621,1,0,0
Indomaret Puncak Sekuning Ilir Barat 1,4.5,205,-2.9795252,104.7374739,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Puncak%20Sekuning%20Ilir%20Barat%201&query_place_id=ChIJoerRIAh1Oy4RPzlTzXB2MRw,Ilir Barat I,3853,0,0,1
Indomaret Trikora,4.0,21,-2.9678644,104.7394537,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Trikora&query_place_id=ChIJo64yRMV1Oy4Rf7rdv4gvRXo,Ilir Barat I,3853,1,0,0
Indomaret Trikora Indah,4.5,350,-2.9678733,104.7357398,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Trikora%20Indah&query_place_id=ChIJI2GNRsV1Oy4R6k6rI1eMfdw,Ilir Barat I,3853,0,0,1
Indomaret Anwar Arsyad,4.4,209,-2.9670794,104.7245347,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Anwar%20Arsyad&query_place_id=ChIJC9fZ37l1Oy4RF0tkPj0WQwo,Ilir Barat I,3853,1,0,0
Indomaret Letnan Murod,4.5,67,-2.956203,104.7273119,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Letnan%20Murod&query_place_id=ChIJE_HfBTN1Oy4RFcSOTXvcbfA,Ilir Timur I,12765,1,1,2
Indomaret Inspektur Marzuki 2,3.9,18,-2.963475,104.734318,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Inspektur%20Marzuki%202&query_place_id=ChIJ0fI1NMl1Oy4RhFO2FGPn6Ds,Ilir Barat I,3853,1,0,0
Indomaret Demang Lebar Daun,4.4,115,-2.974004,104.743078,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Demang%20Lebar%20Daun&query_place_id=ChIJC7tB_tx1Oy4R_fUN5niS5aE,Ilir Barat I,3853,1,0,0
Indomaret Rs. Hermina palembang,3.4,22,-2.955342,104.7483351,Kemuning,https://www.google.com/maps/search/?api=1&query=Indomaret%20Rs.%20Hermina%20palembang&query_place_id=ChIJZ4OlZWZ1Oy4R4CGJCLhFoNw,Kemuning,12621,1,1,2
Indomaret Marzuki kamboja,4.4,134,-2.9713434,104.7479965,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Marzuki%20kamboja&query_place_id=ChIJVUYi7Ud1Oy4Rfz7Ca2PXx68,Ilir Timur I,12765,0,0,1
Indomaret Ario Kemuning,4.1,17,-2.9596348,104.739168,Kemuning,https://www.google.com/maps/search/?api=1&query=Indomaret%20Ario%20Kemuning&query_place_id=ChIJ1XNGYSt0Oy4RcrhPAw63oWI,Kemuning,12621,0,0,1
Indomaret Ariodillah,4.6,13,-2.966402,104.7401226,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Ariodillah&query_place_id=ChIJ9f__PwKeOy4RlCnQbOG8pMs,Ilir Timur I,12765,0,0,1
Indomaret Srijaya,4.5,118,-2.9520194,104.7277575,Alang-Alang Lebar,https://www.google.com/maps/search/?api=1&query=Indomaret%20Srijaya&query_place_id=ChIJC8Ex8kl0Oy4RxMKHbqtDTnY,Alang-Alang Lebar,4823,0,0,1
Indomaret Point,3.2,5,-2.9771596,104.7373595,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Point&query_place_id=ChIJwTs0tm11Oy4R0cSlaJdQD1k,Ilir Barat I,3853,0,0,1
Indomaret Inspektur Marzuki 8700,4.5,23,-2.9623648,104.724975,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Inspektur%20Marzuki%208700&query_place_id=ChIJb5BwDWx1Oy4R7-6zRROumFg,Ilir Barat I,3853,0,0,1
Indomaret Dwikora 2,5.0,1,-2.9701096,104.7411009,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Dwikora%202&query_place_id=ChIJh9mp0Fl1Oy4R1xgPYLpWEx8,Ilir Timur I,12765,1,0,0
Indomaret Kompleks PCC,4.5,2,-2.9818759,104.7473286,Bukit Kecil,https://www.google.com/maps/search/?api=1&query=Indomaret%20Kompleks%20PCC&query_place_id=ChIJvR-37tR1Oy4RKqs2hYRq6ZQ,Bukit Kecil,16048,1,0,0
Indomaret anwar sastro,4.3,8,-2.9773141,104.7474672,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20anwar%20sastro&query_place_id=ChIJSWZpvOB1Oy4RKc26uoYtdhQ,Ilir Timur I,12765,1,0,0
Indomaret Jendsu,4.6,158,-2.9656017,104.7461035,Ilir Timur I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Jendsu&query_place_id=ChIJWfW_ytB1Oy4RhdZUJ7BaGUU,Ilir Timur I,12765,1,1,2
Indomaret Lubuk Bakung,3.0,2,-2.9682432,104.7122859,Ilir Barat I,https://www.google.com/maps/search/?api=1&query=Indomaret%20Lubuk%20Bakung&query_place_id=ChIJY6pr-Gx1Oy4RlOMbhRInIls,Ilir Barat I,3853,0,0,1
Indomaret Mandi Api,3.0,4,-2.954602,104.7248041,Alang-Alang Lebar,https://www.google.com/maps/search/?api=1&query=Indomaret%20Mandi%20Api&query_place_id=ChIJd-17A0t0Oy4RRUBOe6WH5kU,Alang-Alang Lebar,4823,0,0,1
Indomaret Radial,3.0,5,-2.9818637,104.7483315,Bukit Kecil,https://www.google.com/maps/search/?api=1&query=Indomaret%20Radial&query_place_id=ChIJx3y12uN1Oy4RvhNQVL0lchg,Bukit Kecil,16048,1,0,0
